experiment_id,scene_id,controller_id,priority,status,raw_file,metrics_file,duration_s,position_rmse_m,max_position_error_m,steady_state_error_m,settling_time_s,disturbance_peak_error_m,disturbance_recovery_time_s,overshoot_max_pct,control_energy,control_smoothness,saturation_ratio,constraint_violation_count,total_health_score,final_trackability_score,formation_score,baseline_experiment,rmse_improvement_pct,health_score_delta,quality_status,quality_pass,source,evidence_level,notes
official_example1_awff_pid,official_example1,,,done,,Results\official\example1_step\official_example1_awff_pid\replay\official_example1_awff_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_awff_sysblock,official_example1,,,done,,Results\official\example1_step\official_example1_awff_sysblock\replay\official_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_enhanced_pid,official_example1,,,done,,Results\official\example1_step\official_example1_enhanced_pid\replay\official_example1_enhanced_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_l1_residual_sysblock,official_example1,,,done,,Results\official\example1_step\official_example1_l1_residual_sysblock\replay\official_example1_l1_residual_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_linear_mpc_sysblock,official_example1,,,done,,Results\official\example1_step\official_example1_linear_mpc_sysblock\replay\official_example1_linear_mpc_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_pid_baseline,official_example1,,,done,,Results\official\example1_step\official_example1_pid_baseline\replay\official_example1_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_qp_nmpc_safety_return_land_sysblock,official_example1,,,done,,Results\official\example1_step\official_example1_qp_nmpc_safety_return_land_sysblock\replay\official_example1_qp_nmpc_safety_return_land_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_qp_nmpc_safety_sysblock,official_example1,,,done,,Results\official\example1_step\official_example1_qp_nmpc_safety_sysblock\replay\official_example1_qp_nmpc_safety_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
reference_official_example1,official_example1,,,done,,Results\official\example1_step\reference_official_example1\replay\reference_official_example1.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
event_log,official_example1,nmpc_indi_l1,,done,,Results\official\example1_step\official_example1_qp_nmpc_safety_return_land_sysblock\events\event_log.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
event_log,official_example1,nmpc_indi_l1,,done,,Results\official\example1_step\official_example1_qp_nmpc_safety_sysblock\events\event_log.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_helical_figure8_trail_sysblock,official_example1_helical_figure8,,,done,,Results\official\example1_helical_figure8\official_example1_helical_figure8_trail_sysblock\replay\official_example1_helical_figure8_trail_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_improved_pid,official_example1_improved_pid,,,done,,Results\official\example1_step\official_example1_improved_pid\replay\official_example1_improved_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example1_planar_figure8_trail_sysblock,official_example1_planar_figure8,,,done,,Results\official\example1_planar_figure8\official_example1_planar_figure8_trail_sysblock\replay\official_example1_planar_figure8_trail_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_awff_indi_sysblock_helix_tuned,official_example2,,,done,,Results\official\example2_helix\official_example2_awff_indi_sysblock_helix_tuned\replay\official_example2_awff_indi_sysblock_helix_tuned.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_awff_pid,official_example2,,,done,,Results\official\example2_helix\official_example2_awff_pid\replay\official_example2_awff_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_awff_pid_helix_tuned,official_example2,,,done,,Results\official\example2_helix\official_example2_awff_pid_helix_tuned\replay\official_example2_awff_pid_helix_tuned.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_awff_sysblock,official_example2,,,done,,Results\official\example2_helix\official_example2_awff_sysblock\replay\official_example2_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_awff_sysblock_helix_tuned,official_example2,,,done,,Results\official\example2_helix\official_example2_awff_sysblock_helix_tuned\replay\official_example2_awff_sysblock_helix_tuned.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_enhanced_pid,official_example2,,,done,,Results\official\example2_helix\official_example2_enhanced_pid\replay\official_example2_enhanced_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_enhanced_pid_helix_tuned,official_example2,,,done,,Results\official\example2_helix\official_example2_enhanced_pid_helix_tuned\replay\official_example2_enhanced_pid_helix_tuned.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_linear_mpc_sysblock,official_example2,,,done,,Results\official\example2_helix\official_example2_linear_mpc_sysblock\replay\official_example2_linear_mpc_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
reference_official_example2,official_example2,,,done,,Results\official\example2_helix\reference_official_example2\replay\reference_official_example2.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_awff_pid,official_example2,awff_pid,,done,results/official/example2_helix/official_example2_awff_pid/raw/official_example2_awff_pid.csv,Results\official\example2_helix\official_example2_awff_pid\metrics\official_example2_awff_pid.json,50,0.486621,3.00562,0.190196,6.864,0.259617,2.384,6.22236,37318.5,64715.9,,2595,47.8493,,,,,,needs_iteration,False,glob:Results/official/**/*.json,real_sysplorer_mcp_full_awff_pid,metrics-only evidence
official_example2_awff_sysblock,official_example2,awff_sysblock,,done,results/raw/official_example2_awff_sysblock.csv,Results\official\example2_helix\official_example2_awff_sysblock\metrics\official_example2_awff_sysblock.json,50,0.487394,3.0056,0.190196,6.89,0.259634,2.39,6.22232,37305.5,30076.7,,519,47.793,,,,,,needs_iteration,False,glob:Results/official/**/*.json,real_sysplorer_mcp_sysblock_closed_loop_full,metrics-only evidence
official_example2_enhanced_pid,official_example2,enhanced_pid,,done,results/official/example2_helix/official_example2_enhanced_pid/raw/official_example2_enhanced_pid.csv,Results\official\example2_helix\official_example2_enhanced_pid\metrics\official_example2_enhanced_pid.json,50,0.487385,3.0056,0.190195,6.89,0.259614,2.39,6.22223,37305.5,30076.8,,519,47.7931,,,,,,needs_iteration,False,glob:Results/official/**/*.json,real_sysplorer_mcp_full_enhanced_pid,metrics-only evidence
official_example2_improved_pid,official_example2_improved_pid,,,done,,Results\official\example2_helix\official_example2_improved_pid\replay\official_example2_improved_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example2_pid_baseline,official_example2_pid_baseline,,,done,,Results\official\example2_helix\official_example2_pid_baseline\replay\official_example2_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_awff_indi_sysblock,official_example3,,,done,,Results\official\example3_figure8\official_example3_awff_indi_sysblock\replay\official_example3_awff_indi_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_awff_pid,official_example3,,,done,,Results\official\example3_figure8\official_example3_awff_pid\replay\official_example3_awff_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_awff_sysblock,official_example3,,,done,,Results\official\example3_figure8\official_example3_awff_sysblock\replay\official_example3_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_enhanced_pid,official_example3,,,done,,Results\official\example3_figure8\official_example3_enhanced_pid\replay\official_example3_enhanced_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_l1_residual_sysblock,official_example3,,,done,,Results\official\example3_figure8\official_example3_l1_residual_sysblock\replay\official_example3_l1_residual_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_linear_mpc_sysblock,official_example3,,,done,,Results\official\example3_figure8\official_example3_linear_mpc_sysblock\replay\official_example3_linear_mpc_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
reference_official_example3,official_example3,,,done,,Results\official\example3_figure8\reference_official_example3\replay\reference_official_example3.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_improved_pid,official_example3_improved_pid,,,done,,Results\official\example3_figure8\official_example3_improved_pid\replay\official_example3_improved_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
official_example3_pid_baseline,official_example3_pid_baseline,,,done,,Results\official\example3_figure8\official_example3_pid_baseline\replay\official_example3_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/official/**/*.json,,metrics-only evidence
robust_mass20_example1_awff_pid,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_awff_pid\replay\robust_mass20_example1_awff_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_mass20_example1_awff_sysblock,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_awff_sysblock\replay\robust_mass20_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_mass20_example1_enhanced_pid,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_enhanced_pid\replay\robust_mass20_example1_enhanced_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_mass20_example1_improved_pid,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_improved_pid\replay\robust_mass20_example1_improved_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_mass20_example1_l1_residual_sysblock,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_l1_residual_sysblock\replay\robust_mass20_example1_l1_residual_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_mass20_example1_linear_mpc_sysblock,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_linear_mpc_sysblock\replay\robust_mass20_example1_linear_mpc_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_mass20_example1_pid_baseline,robust_mass20_example1,,,done,,Results\robustness\mass20_example1\robust_mass20_example1_pid_baseline\replay\robust_mass20_example1_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_awff_pid,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_awff_pid\replay\robust_rotor1_loss15_example1_awff_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_awff_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_awff_sysblock\replay\robust_rotor1_loss15_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_enhanced_pid,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_enhanced_pid\replay\robust_rotor1_loss15_example1_enhanced_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_improved_pid,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_improved_pid\replay\robust_rotor1_loss15_example1_improved_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_l1_fault_allocation_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_l1_fault_allocation_sysblock\replay\robust_rotor1_loss15_example1_l1_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_l1_multi_fault_isolation_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor1_loss15_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_l1_online_fault_allocation_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_l1_online_fault_allocation_sysblock\replay\robust_rotor1_loss15_example1_l1_online_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_l1_residual_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_l1_residual_sysblock\replay\robust_rotor1_loss15_example1_l1_residual_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_linear_mpc_online_fault_allocation_sysblock\replay\robust_rotor1_loss15_example1_linear_mpc_online_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_linear_mpc_sysblock,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_linear_mpc_sysblock\replay\robust_rotor1_loss15_example1_linear_mpc_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_example1_pid_baseline,robust_rotor1_loss15_example1,,,done,,Results\robustness\rotor1_loss15_example1\robust_rotor1_loss15_example1_pid_baseline\replay\robust_rotor1_loss15_example1_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock,robust_rotor1_loss15_wind_gust_example1,,,done,,Results\robustness\rotor1_loss15_wind_gust_example1\robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock\replay\robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_wind_gust_example1_awff_sysblock,robust_rotor1_loss15_wind_gust_example1,,,done,,Results\robustness\rotor1_loss15_wind_gust_example1\robust_rotor1_loss15_wind_gust_example1_awff_sysblock\replay\robust_rotor1_loss15_wind_gust_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor1_loss15_wind_gust_example1,,,done,,Results\robustness\rotor1_loss15_wind_gust_example1\robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor1_loss15_wind_gust_example1,,,done,,Results\robustness\rotor1_loss15_wind_gust_example1\robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock\replay\robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock,robust_rotor1_loss15_wind_gust_example1,awff_fault_compensation_sysblock,,done,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock/raw/robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock.csv,Results\robustness\rotor1_loss15_wind_gust_example1\robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock\metrics\robust_rotor1_loss15_wind_gust_example1_awff_fault_compensation_sysblock.json,50,0.270363,1.29273,0.110086,6.85,0.167844,3.12,5.00506,41477.2,12646.4,,63,53.253,,,,,,pass,True,glob:Results/robustness/**/*.json,real_sysplorer_mcp_sysblock_awff_known_fault_compensation_rotor_loss_wind_gust,metrics-only evidence
robust_rotor2_loss15_example1_awff_sysblock,robust_rotor2_loss15_example1,,,done,,Results\robustness\rotor2_loss15_example1\robust_rotor2_loss15_example1_awff_sysblock\replay\robust_rotor2_loss15_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor2_loss15_example1_l1_multi_fault_isolation_sysblock,robust_rotor2_loss15_example1,,,done,,Results\robustness\rotor2_loss15_example1\robust_rotor2_loss15_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor2_loss15_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor2_loss15_example1_pid_baseline,robust_rotor2_loss15_example1,,,done,,Results\robustness\rotor2_loss15_example1\robust_rotor2_loss15_example1_pid_baseline\replay\robust_rotor2_loss15_example1_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor2_loss15_wind_gust_example1_awff_sysblock,robust_rotor2_loss15_wind_gust_example1,,,done,,Results\robustness\rotor2_loss15_wind_gust_example1\robust_rotor2_loss15_wind_gust_example1_awff_sysblock\replay\robust_rotor2_loss15_wind_gust_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor2_loss15_wind_gust_example1,,,done,,Results\robustness\rotor2_loss15_wind_gust_example1\robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor2_loss15_wind_gust_example1,,,done,,Results\robustness\rotor2_loss15_wind_gust_example1\robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock\replay\robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor3_loss15_example1_awff_sysblock,robust_rotor3_loss15_example1,,,done,,Results\robustness\rotor3_loss15_example1\robust_rotor3_loss15_example1_awff_sysblock\replay\robust_rotor3_loss15_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor3_loss15_example1_l1_multi_fault_isolation_sysblock,robust_rotor3_loss15_example1,,,done,,Results\robustness\rotor3_loss15_example1\robust_rotor3_loss15_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor3_loss15_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor3_loss15_example1_pid_baseline,robust_rotor3_loss15_example1,,,done,,Results\robustness\rotor3_loss15_example1\robust_rotor3_loss15_example1_pid_baseline\replay\robust_rotor3_loss15_example1_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor3_loss15_wind_gust_example1_awff_sysblock,robust_rotor3_loss15_wind_gust_example1,,,done,,Results\robustness\rotor3_loss15_wind_gust_example1\robust_rotor3_loss15_wind_gust_example1_awff_sysblock\replay\robust_rotor3_loss15_wind_gust_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor3_loss15_wind_gust_example1,,,done,,Results\robustness\rotor3_loss15_wind_gust_example1\robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor3_loss15_wind_gust_example1,,,done,,Results\robustness\rotor3_loss15_wind_gust_example1\robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock\replay\robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor4_loss15_example1_awff_sysblock,robust_rotor4_loss15_example1,,,done,,Results\robustness\rotor4_loss15_example1\robust_rotor4_loss15_example1_awff_sysblock\replay\robust_rotor4_loss15_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor4_loss15_example1_l1_multi_fault_isolation_sysblock,robust_rotor4_loss15_example1,,,done,,Results\robustness\rotor4_loss15_example1\robust_rotor4_loss15_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor4_loss15_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor4_loss15_example1_pid_baseline,robust_rotor4_loss15_example1,,,done,,Results\robustness\rotor4_loss15_example1\robust_rotor4_loss15_example1_pid_baseline\replay\robust_rotor4_loss15_example1_pid_baseline.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor4_loss15_wind_gust_example1_awff_sysblock,robust_rotor4_loss15_wind_gust_example1,,,done,,Results\robustness\rotor4_loss15_wind_gust_example1\robust_rotor4_loss15_wind_gust_example1_awff_sysblock\replay\robust_rotor4_loss15_wind_gust_example1_awff_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor4_loss15_wind_gust_example1,,,done,,Results\robustness\rotor4_loss15_wind_gust_example1\robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock\replay\robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor4_loss15_wind_gust_example1,,,done,,Results\robustness\rotor4_loss15_wind_gust_example1\robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock\replay\robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
robust_wind_gust_example1_awff_pid,robust_wind_gust_example1,,,done,,Results\robustness\wind_gust_example1\robust_wind_gust_example1_awff_pid\replay\robust_wind_gust_example1_awff_pid.json,,,,,,,,,,,,,,,,,,,,,glob:Results/robustness/**/*.json,,metrics-only evidence
